id,title,blog,link,description,author,published
https://sandiegofoodfinds.com/?p=59024,Celebrate Florida Stone Crab Season at Truluck’s,Restaurant Reviews – San Diego Food Finds BLOG,https://sandiegofoodfinds.com/celebrate-florida-stone-crab-season-at-trulucks/,"

It’s time to get cracking! Tuesday, October 15, marks the official start of
the long-awaited season showcasing Florida’s most famous…

The post Celebrate Florida Stone Crab Season at Truluck’s first appeared on
San Diego Food Finds BLOG.

",Maria Desiderata Montana,"Thu, 24 Oct 2019 18:11:24 +0000"
https://sandiegofoodfinds.com/?p=37598,Born and Raised in Little Italy San Diego,Restaurant Reviews – San Diego Food Finds BLOG,https://sandiegofoodfinds.com/born-and-raised-in-little-italy-san-diego/,"

One of the best restaurants in San Diego, Born & Raised pays homage to
America’s greatest dining institution, the classic steakhouse.…

The post Born and Raised in Little Italy San Diego first appeared on San Diego
Food Finds BLOG.

",Maria Desiderata Montana,"Fri, 26 Apr 2019 13:15:56 +0000"
https://sandiegofoodfinds.com/?p=54652,Gourmet Tacos in Old Town,Restaurant Reviews – San Diego Food Finds BLOG,https://sandiegofoodfinds.com/gourmet-tacos-in-old-town/,"

New mezcal bar and tasting room Tahona invites guests to feast on a
contemporary Mexican menu. Think gourmet tacos, a modern…

The post Gourmet Tacos in Old Town first appeared on San Diego Food Finds
BLOG.

",Maria Desiderata Montana,"Thu, 11 Apr 2019 18:06:46 +0000"
https://sandiegofoodfinds.com/?p=57830,A Taste of STK San Diego,Restaurant Reviews – San Diego Food Finds BLOG,https://sandiegofoodfinds.com/a-taste-of-stk-san-diego/,"

Located at the boutique Andaz San Diego hotel in the Gaslamp Quarter, the new
STK opening marks the continued expansion…

The post A Taste of STK San Diego first appeared on San Diego Food Finds BLOG.

",Maria Desiderata Montana,"Mon, 01 Apr 2019 22:37:13 +0000"
http://bitesandiego.com/?p=4458,Where to Celebrate Father’s Day in San Diego,BITE San Diego,http://bitesandiego.com/blog/where-to-celebrate-fathers-day-in-san-diego/,"Father’s Day is just around the corner, and what better way to celebrate the
special men in your life than with some special deals and mouthwatering
dishes. Whether your family...

",Ashley Evans,"Fri, 14 Jun 2019 16:53:18 +0000"
http://bitesandiego.com/?p=4460,Best Places to Celebrate National Donut Day 2019,BITE San Diego,http://bitesandiego.com/blog/best-places-to-celebrate-national-donut-day-2019/,"Celebrated on the first Friday in June, National Donut Day was created by The
Salvation Army in 1938 to honor the women who served donuts to soldiers in the
first...

",Ashley Evans,"Fri, 07 Jun 2019 15:14:00 +0000"
http://bitesandiego.com/?p=4443,Easter With a View,BITE San Diego,http://bitesandiego.com/blog/easter-with-a-view/,"Special occasions call for special restaurants, so we've compiled a list of
San Diego's most iconic coastal restaurants for Easter Sunday. Watch the tide
come in at George's, people watch...

",Ashley Evans,"Fri, 19 Apr 2019 16:43:25 +0000"
http://bitesandiego.com/?p=4442,Foodie-Friendly Spring Events,BITE San Diego,http://bitesandiego.com/blog/foodie-friendly-spring-events-2019/,"Spring has officially sprung in San Diego county! With this comes outdoor-
friendly events for foodies and sun worshippers alike. Whether you like
chowing down on steak or grabbing a quick...

",Ashley Evans,"Fri, 12 Apr 2019 20:10:50 +0000"
http://bitesandiego.com/?p=4436,Join The March Madness in Downtown San Diego,BITE San Diego,http://bitesandiego.com/blog/join-the-march-madness-in-downtown-san-diego/,"Grab your brackets because March Madness is officially upon us. Now through
April 8th, the NCAA Division 1 tournament is happening all across the country
- ending with the championship game...

",Ashley Evans,"Fri, 22 Mar 2019 18:37:52 +0000"
http://bitesandiego.com/?p=4427,The 5 Best Pubs to Celebrate St. Patrick’s Day in San Diego,BITE San Diego,http://bitesandiego.com/blog/the-5-best-pubs-to-celebrate-st-patricks-day-in-san-diego/,"After weeks of seemingly unending rain, it's supposed to be blue skies and
high seventies all weekend. Perfect weather to celebrate St. Patrick's Day
this Sunday. All you need is...

",Ashley Evans,"Fri, 15 Mar 2019 17:11:50 +0000"
http://bitesandiego.com/?p=4411,Celebrate Super Bowl LIII in San Diego,BITE San Diego,http://bitesandiego.com/blog/celebrate-super-bowl-liii-in-san-diego/,"America’s most popular sporting event returns this Sunday when the Los Angeles
Rams and New England Patriots go head to head in an attempt to win Super Bowl
LIII. Every year...

",Ashley Evans,"Fri, 01 Feb 2019 17:05:12 +0000"
http://bitesandiego.com/?p=4397,It’s That Time Again – San Diego Restaurant Week 2019,BITE San Diego,http://bitesandiego.com/blog/its-that-time-again-san-diego-restaurant-week-2019/,"It’s that time of year again! Yes, you heard us correctly, it’s San Diego
Restaurant Week. For those unfamiliar, SDRW is a week-long event featuring
restaurants from all over San...

",Ashley Evans,"Fri, 18 Jan 2019 20:21:06 +0000"
http://bitesandiego.com/?p=4386,Restaurant Spotlight: Roast Meat & Sandwich Shop,BITE San Diego,http://bitesandiego.com/blog/restaurant-spotlight-roast-meat-sandwich-shop/,"Our newest addition to our Downtown Walking Tour is no stranger to the San
Diego food scene. Since 2013 Roast Meat & Sandwich Shop has become a San Diego
staple, gracing...

",Ashley Evans,"Thu, 20 Dec 2018 00:18:24 +0000"
http://bitesandiego.com/?p=4375,6 Wow-Worthy Thanksgiving Dishes You Should Make,BITE San Diego,http://bitesandiego.com/blog/6-wow-worthy-thanksgiving-dishes-you-should-make/,"Most of our blog posts focus on local restaurants and upcoming events, but
over the holidays bringing a storebought side dish isn't going to cut it with
your mother in law....

",Ashley Evans,"Mon, 19 Nov 2018 19:19:03 +0000"
